case1,case2,label
7204,44426,0
79347,68087,0
39990,64532,0
22161,11048,0
39572,20458,0
61445,10698,1
62500,65343,0
95600,9358,0
96998,93687,0
29245,34492,1
19915,49034,0
41053,79015,0
75541,60338,0
18840,31132,0
73216,82539,1
85077,34468,0
72212,95032,0
97301,93811,0
50682,75609,0
24706,44163,1
57342,2254,0
13468,11347,0
753,73243,0
92778,11034,0
95178,71730,0
55393,45313,1
24544,51519,0
45025,50937,1
29671,44815,0
30237,59229,0
74405,92337,0
92893,932,0
64659,80863,0
26063,59628,0
43884,85127,0
74658,35692,1
64844,96439,0
86504,24395,0
93708,9608,0
28029,71397,0
58531,21120,0
83990,94160,0
95953,27133,0
6862,6980,0
52461,13560,0
38691,36355,0
52823,58203,0
97136,85061,0
55809,84660,0
95013,33830,0
8469,35774,0
15992,67943,1
23955,17426,0
97449,14167,0
2023,19395,0
6734,73674,0
43242,83249,0
63873,33347,0
72637,29545,0
37006,40750,0
94641,81314,1
84634,63457,0
24543,51849,1
28627,22344,0
89723,54404,0
46818,98359,0
81373,4918,0
92064,38054,0
41070,51210,0
31846,50297,0
18040,67789,0
93252,67656,0
55662,3065,0
92471,46516,0
41409,58619,1
69744,96179,0
33312,10272,0
65633,11647,0
50897,2788,0
91155,19204,0
93213,1266,0
19514,62376,0
98154,67582,0
94088,28100,0
82511,23969,0
72351,22651,0
3410,70261,0
76386,91331,0
13917,28160,0
55431,16478,0
91833,92845,1
19138,31625,0
90800,60698,0
76668,26446,1
4163,29321,0
39906,51415,0
46777,40968,0
56183,58082,0
42209,2995,0
39513,75140,0
68983,60799,0
59838,56862,1
35754,8941,0
30447,85122,0
53250,30041,0
30844,32464,0
64721,18549,0
57425,30235,1
85813,56183,1
59583,88352,0
66679,45450,0
88887,62970,0
77891,6140,0
83764,32218,0
7720,40207,0
88272,97599,0
29416,3445,0
23388,97196,0
18696,9598,0
32979,97281,0
26621,70791,0
2276,28554,0
93796,27849,0
77279,86773,0
66601,76803,0
20996,84407,0
52806,11930,0
56215,73266,0
75066,6096,0
58694,83039,0
90513,815,0
11836,54307,1
46350,8791,0
42028,62581,0
1836,84507,0
76641,85876,0
42624,76000,0
31468,39797,0
33990,95507,0
13384,40111,0
7541,31478,0
33756,49563,0
45502,48193,0
74068,4930,0
79688,23472,0
56303,69864,0
54262,21736,0
62709,39391,0
91037,89749,0
71814,10683,0
54846,95276,0
43377,43857,0
23981,79763,0
28126,65441,0
68723,83058,0
71171,55905,0
48231,89664,0
88740,17293,1
63888,73117,1
7926,81362,0
5377,74845,0
69527,83398,0
16906,73917,0
17137,26302,0
21242,7721,1
42543,42131,0
10828,85708,0
91618,21197,0
73552,95146,0
39933,83217,0
79367,31946,0
52112,29668,0
79486,17031,0
87153,67381,0
49209,91646,0
99648,23685,0
83452,40233,0
70525,64016,0
36697,25634,0
15959,34187,0
97399,39517,0
40169,62244,1
54994,89471,0
80535,85808,0
60474,14786,1
22884,25996,1
78258,38258,0
39037,11380,0
69368,34593,0
94073,18170,0
40884,63284,0
72000,9314,0
85243,48313,0
35674,35646,0
151,6252,0
49282,51850,1
63625,38524,0
48697,97947,0
12035,57729,0
98253,36998,0
12760,17176,0
53768,4333,0
66275,76229,0
25693,62983,0
80874,91051,0
17572,22802,0
80632,61050,0
94366,78920,0
22940,59578,0
16480,20607,0
42057,42747,1
10781,67054,0
69609,69669,0
26722,27145,0
53386,41296,0
8160,18526,0
63195,3518,0
67088,19529,0
16659,68846,0
32749,95986,0
34441,41972,0
54175,60753,1
50217,75861,0
6524,84898,0
65194,80482,0
86211,55382,0
87064,2088,0
92786,68489,0
71378,3795,0
5459,44320,0
33378,24549,0
88303,51755,0
62634,24803,0
52172,46289,0
79587,45471,0
27916,29119,0
72221,11691,0
99750,21162,0
75009,15659,0
4820,73898,1
78589,52367,1
56404,42080,0
62513,82833,0
54996,20811,0
38926,14537,0
61236,21024,0
63605,19601,1
36685,17622,0
78637,19950,0
19482,25114,0
91843,42105,0
69549,84807,0
86151,1816,1
45624,51308,1
77366,30656,0
48447,80395,0
11026,43275,0
69486,71943,0
26011,32284,0
97062,33673,0
4189,10932,0
86875,3962,0
92784,20406,0
26773,96049,0
62726,74727,0
39538,27749,0
68622,67148,0
55250,85415,0
20478,20798,0
74719,99619,0
10115,71561,1
45528,72959,0
62951,41186,0
79571,1171,0
52671,48849,0
42886,5979,0
95031,22375,0
90575,11055,0
82111,23254,0
56557,3524,0
98657,23057,0
72654,38411,0
98250,93440,0
41852,78836,0
40614,24495,0
24489,39724,1
17195,76085,0
13406,23974,0
63105,28927,0
73107,42933,0
46425,52731,0
94913,90608,1
26584,33715,0
34267,22411,0
11291,54500,0
29136,7951,0
86978,11572,0
94843,70117,0
1447,23133,0
96418,35193,0
61359,98940,0
82411,57973,0
11202,86820,0
53657,61115,0
16630,8341,0
28170,94940,0
12300,38445,0
28818,62434,0
47055,58720,1
92440,60701,0
71291,62961,1
76872,95673,0
7694,22331,0
92784,73019,0
31436,2206,1
72649,82404,0
71692,67173,0
75121,72748,0
5886,40185,0
82874,18179,0
71342,67974,0
60543,91419,0
61498,59834,0
5179,99769,0
23435,70978,1
97716,55520,0
72421,90881,0
89394,17946,0
12521,947,0
37225,64109,0
49803,28573,0
15441,95308,0
531,44289,0
18468,91933,0
83775,79251,0
53017,44096,0
37309,62394,0
38049,39866,0
69655,45610,0
53134,39811,0
13658,36340,0
82364,68298,0
74924,66189,0
48635,68571,0
77877,79328,0
84814,71129,0
89030,99288,0
74605,34078,0
18211,16477,0
18760,77517,0
92533,45350,0
55545,67992,0
8662,90395,0
13400,83841,0
92591,82604,0
30486,67576,0
69411,86991,0
68529,47063,0
26397,51415,0
41190,79254,0
81382,91178,0
5009,70610,0
50214,44972,0
38187,64774,0
59082,90173,1
20360,26348,0
54332,57295,0
42093,69080,0
57878,82990,0
50195,58459,0
92020,8738,0
44565,2570,0
28191,87068,0
15941,69940,0
79936,93171,0
63669,39348,0
10535,88306,0
39620,12866,0
53068,11264,1
23114,97421,0
54613,24898,0
22872,61318,0
98328,4832,0
86185,29321,0
23457,6966,0
9059,21892,0
50850,55403,0
93338,3605,0
5456,88470,0
61214,83219,0
14722,974,0
77310,26423,1
93928,36263,0
9715,38482,0
3838,50833,1
52144,56196,1
18681,58419,0
14916,77622,0
37842,97967,0
27804,97150,1
40831,36725,0
3482,91202,0
78482,97309,0
18473,37778,0
18968,86128,0
95128,14933,0
51092,18975,0
10647,5737,0
35553,11954,0
34876,37442,0
69695,17724,0
49159,53031,1
94996,31666,0
53579,91854,0
93064,12261,0
6349,43925,0
25880,53596,0
3391,89760,0
90788,89593,0
66539,23768,0
52298,80680,0
21716,72410,0
19347,1064,1
22370,33081,0
41785,67044,0
10295,72237,0
73747,41839,0
17244,95139,0
81472,93278,0
16438,47702,1
1527,87538,0
59934,93002,0
62266,38399,0
57093,38197,0
62047,3735,0
90739,96842,0
44335,11987,0
16508,79148,0
90418,94042,0
39396,41347,0
30698,86863,1
93009,69441,0
89511,83824,0
66415,53977,0
34768,85172,0
37335,53045,0
19407,72504,0
87183,96811,0
72183,41748,0
55995,21898,1
57654,2451,0
71932,14082,0
4769,23398,0
70619,32327,0
16032,86889,0
98773,7126,0
32105,90682,0
8392,37098,0
31016,12638,0
21381,79731,0
48972,85108,0
58306,26896,0
69107,53199,0
70389,63999,0
60821,48343,0
24264,27620,0
28420,46006,0
99165,77023,0
62856,97747,0
64596,45126,0
31947,58499,0
57492,41463,0
96292,6048,1
84427,67069,0
41371,66721,1
93770,29464,1
29319,83621,0
79959,96500,0
32816,21985,0
23527,59907,1
84892,44038,0
10303,22197,0
92022,76659,0
16558,52652,0
45239,676,0
9660,73899,0
34927,14557,0
24939,5720,0
53393,14298,0
54309,2281,0
11107,71183,0
5631,98455,0
31534,41091,0
81561,55284,0
34647,51446,1
79138,4515,0
96219,39344,0
49268,79311,0
2954,54405,0
73669,40671,0
57911,86399,0
70152,31975,0
32949,72658,0
91834,28084,0
13399,5242,0
94706,8869,1
75799,28937,0
70044,89206,0
91935,69069,0
63070,55470,0
71811,59511,0
39299,79006,0
47405,11067,0
56840,7553,0
94733,37274,0
4233,81369,0
91393,37433,0
96386,15100,0
25803,76955,0
37418,31375,0
52337,74598,0
31644,77922,0
78792,12980,1
79546,44355,0
20057,49536,0
25670,73140,0
12716,25450,0
49111,41935,0
11918,21109,0
59989,80173,0
94505,62407,0
7458,99861,0
24280,9759,0
59107,85555,0
78315,4883,1
3738,91616,0
97266,27016,0
64414,6050,0
10050,83733,0
23476,14713,0
17675,56924,0
51830,45455,1
75816,50510,0
16631,65468,0
20140,60511,0
65509,9779,0
2373,96849,1
17212,12964,0
20415,94528,0
59729,80889,1
58696,69111,0
5347,68374,0
59437,38780,0
45788,14777,0
76582,28764,0
9604,23076,0
16374,18317,0
90694,87561,0
4244,17949,0
18519,42870,1
86443,50737,1
80810,71939,1
98758,81035,0
783,63117,0
49214,5876,0
72881,59446,0
30784,18031,0
51795,14589,0
24831,16308,0
47940,78193,0
21917,95325,0
63344,54423,1
10077,35210,0
89417,58192,0
78308,1593,0
67329,47312,0
20341,97595,0
9023,37634,0
40422,75212,0
56302,74290,0
30678,87499,0
60071,93781,0
50570,7956,0
30455,23276,0
66320,28959,0
29295,90943,0
57610,26221,0
25458,13769,0
54977,94472,0
95938,43892,0
94245,55183,0
71804,71876,0
98933,42067,0
85391,33262,0
45589,88660,0
7672,43782,0
77151,92802,1
78499,64326,0
94456,78216,1
35885,43349,0
44877,93476,0
80882,77784,0
60717,17775,0
39134,36111,0
63107,17057,0
96156,71800,0
89987,74311,0
81492,73609,0
64682,38836,0
54818,75465,0
85183,31195,0
58191,61610,0
59834,68211,0
61847,48871,0
56865,6033,0
62196,2997,0
4953,21023,0
11436,82234,0
8535,89168,0
73866,96840,0
62851,33169,0
76861,29392,0
96614,12776,0
46016,26997,0
29329,89309,0
61307,63686,0
59766,93400,0
4849,26503,0
7150,59221,0
52380,54810,1
31907,95633,0
66861,37929,0
19392,19895,0
27385,34015,0
44493,51825,0
78441,26956,0
49150,19467,1
9258,30921,0
33065,33348,0
52073,53398,0
11920,11135,0
69681,51401,1
72968,91862,0
72809,28345,0
86298,74919,0
92145,26060,0
25064,20524,1
29069,16521,0
69691,68621,0
29948,68199,0
73754,91161,0
18193,81135,0
35944,71274,0
71222,52843,0
96951,58976,0
8343,84560,0
48844,66433,0
87988,84540,0
6078,38801,0
9368,18999,0
62620,98892,0
26496,23008,0
66628,69323,0
45780,51976,0
28934,54523,1
60377,72434,0
16030,1546,0
33648,23983,0
46869,70511,0
63135,76675,0
69401,48909,0
31177,26136,0
84668,50245,0
64347,64479,0
29419,45639,0
30336,61778,0
46716,39330,0
1619,73806,0
84688,40771,0
50787,68670,1
82565,70653,0
30423,92737,0
95664,68740,0
31662,5324,0
91749,68280,0
67692,39946,0
53746,5565,0
99350,20301,0
24189,56908,0
58004,20477,0
42204,6481,0
43487,3974,0
39343,86114,0
14252,75428,0
4353,19787,0
73137,74854,0
21085,64467,0
57356,2748,0
44651,12986,0
12523,92887,0
7020,32403,0
53188,72471,1
63814,78145,0
26522,24416,0
88016,64252,0
19510,81950,0
3013,56447,0
51992,64652,0
3493,89197,0
34692,78396,0
49978,81756,0
22846,10562,0
45403,51440,0
47022,34534,0
82424,57165,0
39009,26527,0
85272,32309,0
31680,87079,0
50609,99767,0
27696,78073,0
64747,19801,0
88614,93998,0
37836,98446,1
8325,33992,0
55316,35897,0
47841,15384,0
37800,4835,0
36992,50612,0
2861,93117,0
99349,5185,0
26769,83676,0
80055,797,0
10620,52478,0
13666,10722,0
704,89156,0
22444,61834,0
25190,52316,0
35658,7199,0
30480,46954,0
22775,63136,0
73382,81385,0
7818,51002,0
1727,63592,0
93590,58741,0
44168,755,1
43459,70119,0
36209,23177,0
18923,7842,0
88733,48965,0
77990,91404,0
89712,93998,0
19378,53926,0
62551,99372,0
35513,3278,0
73647,2478,1
88139,49625,0
99073,29506,0
81888,23691,0
30770,86126,0
53343,55550,0
24771,47102,1
87781,60487,0
3460,91360,0
7902,92216,1
68246,10429,0
29936,79481,0
78862,84607,0
24866,81309,0
70841,80475,0
83823,60258,0
77341,32791,0
69642,29005,0
69527,72832,0
36513,25014,0
45574,74591,0
73634,27946,0
90703,82177,1
32228,21647,0
54983,40987,0
27716,74154,0
46742,23127,0
62878,21894,0
47599,58957,0
73262,72524,0
41892,5702,0
76674,10769,0
3560,60498,0
57764,89980,0
15293,12770,0
52225,97500,0
51574,69387,0
68513,44032,0
57394,71624,1
70193,76927,0
19158,72087,1
33217,81352,0
29143,40887,0
26355,65440,0
51973,29247,0
28506,52246,0
12678,55282,0
15750,8780,0
71284,37371,0
15600,80782,0
91382,74885,0
73768,81953,0
35603,30226,0
94320,6908,1
49874,83970,0
89863,97141,0
54088,59200,0
73688,32624,0
66042,51417,0
12232,2640,0
17120,70368,0
82551,51733,0
29273,92276,1
99233,66551,0
57504,86616,0
63188,52075,0
541,55925,0
20059,46319,0
29731,24312,0
53785,30149,0
39956,85828,1
66509,50966,1
36242,23703,0
50102,77412,0
78516,5217,0
98952,12259,0
56891,52119,1
53015,18913,0
36729,46601,0
90993,30870,0
85755,61510,1
30505,10519,0
99127,18152,0
9292,46807,0
92243,21090,0
30750,31008,0
16472,89737,0
76613,15413,1
2000,98115,0
91311,11558,1
52155,21615,0
36308,15525,0
60999,90718,1
77797,58320,0
50155,8985,0
12217,37885,0
98292,83162,0
25522,22154,1
35188,50984,0
88121,58227,0
95606,64590,0
38965,99326,0
22121,38674,0
12396,94774,0
83407,50161,0
87770,91912,0
23333,38343,0
35089,54205,0
47924,67217,0
6374,55836,0
71865,46802,0
83251,98053,1
85911,77596,0
54570,62753,0
56441,62473,0
60493,25107,0
65401,80103,0
3022,50880,0
55675,23277,0
46469,14747,0
65133,57665,1
87944,25590,0
62325,1831,0
58195,26869,0
39359,97663,0
40778,58449,0
66895,48158,0
65861,51021,0
15890,50615,0
58748,40056,1
3439,5226,1
48031,56943,0
53304,93074,0
84383,74209,0
8656,61735,0
26401,50044,0
3815,13314,0
74756,30493,0
64877,61926,0
3662,28028,0
84286,38317,0
48056,9431,0
49392,90414,0
97158,46694,0
2482,87439,0
57781,188,1
51988,12100,1
29616,6392,0
43881,480,0
49700,4686,0
89374,36587,0
14582,64040,0
56292,6573,0
43615,48959,0
46370,4589,0
65855,92731,0
38175,61661,0
44638,14599,0
85833,49661,0
21426,58601,0
11178,83670,0
50632,7267,0
9031,47893,1
59665,60262,0
42277,12543,0
45908,84205,1
65919,84979,0
59184,17554,0
2418,40475,0
75863,70816,0
22338,82967,0
9847,13842,0
94554,76337,0
18763,1110,0
70117,36427,0
83514,32939,0
39953,80366,0
70618,19927,0
56327,48448,0
29508,94527,0
18515,82696,0
50162,70706,0
45392,90667,0
84321,93034,1
38459,85079,0
49140,52869,0
87698,76714,0
94646,60159,0
56043,47548,1
77629,58331,0
11247,87665,0
30638,18440,1
782,8524,0
49102,5154,0
64025,64466,0
24174,10511,0
87059,85614,0
58523,79724,1
38238,17019,0
70807,34484,0
80102,19771,0
74236,30875,0
26259,5131,0
83084,62979,0
10245,72321,0
7013,35510,0
76405,82744,0
63046,65826,0
21848,86407,0
58117,9348,0
68509,6150,0
72810,11239,0
68658,36947,0
13341,72855,0
91118,48464,0
15640,80748,0
13550,25581,0
27209,58671,0
83224,20421,0
37589,51512,0
5193,22446,0
70224,55020,0
13954,16557,0
28079,22760,0
21557,94083,0
16056,77670,0
42180,83854,0
5725,52043,0
35553,86598,0
13441,94418,0
15117,97458,0
60675,65051,0
78791,61422,0
30676,43879,1
9755,99162,0
84862,90485,0
12444,81786,1
13236,68655,0
76923,28602,0
89145,75013,0
40026,3917,0
19733,28378,0
26347,37274,0
17579,95198,1
50245,62461,1
11499,70620,1
986,90367,0
13356,44507,0
20506,80716,0
95325,77920,0
19969,17499,0
65409,8201,0
64073,1033,0
13602,45410,0
47735,50784,0
59837,57339,1
83626,67412,0
35405,65998,0
44891,76232,0
97339,88524,0
32970,84330,0
41175,85600,0
31357,32850,0
36538,62229,1
64647,50923,0
22224,4978,0
84468,86250,1
8005,79322,1
93093,21930,0
43809,90921,0
54515,99741,0
33715,98440,0
18191,76926,0
65917,52147,0
42086,30644,0
36476,14871,0
31902,624,0
8913,32149,0
17390,17920,0
36085,59299,0
75272,67846,0
30213,5757,0
38130,83681,0
99750,65482,0
14198,53720,0
91772,52415,0
4615,43243,1
21494,7734,0
61091,52992,0
63076,44888,0
36108,21475,0
86338,66093,0
68767,13652,0
74537,8721,0
32353,34023,0
34582,20078,0
74302,67053,0
16939,18203,0
15314,82464,1
30914,40643,0
51186,31395,0
70062,45678,1
54298,30341,0
18594,39318,0
89259,26166,0
32110,82597,0
70823,34558,0
11900,89640,0
54496,99585,0
5611,96643,0
34652,32815,0
18865,18722,0
62287,93117,0
27150,28608,1
63270,35614,0
11067,91289,0
99379,54118,0
40907,7261,0
18463,15861,0
37207,58943,0
66910,80292,0
41222,54685,0
96692,41002,0
89611,48241,0
88751,89969,0
50726,87982,0
25644,69306,0
4263,65104,0
11402,42353,0
5649,93136,1
71508,34398,1
33148,13677,0
56041,98255,0
46028,3374,0
81665,62936,1
33148,67625,0
41682,90183,0
76670,76574,0
2409,74588,0
46844,7722,0
92361,55297,1
4763,36321,0
77312,31790,0
3652,85687,1
30552,48077,0
16346,830,0
12130,92216,1
74529,37638,0
42189,19076,0
13958,52773,0
39714,92799,0
8091,1662,0
67265,32831,0
21819,18778,0
81385,16528,0
24696,11386,0
65035,25107,0
23218,95610,0
88257,96293,0
58643,24352,0
64893,40589,0
34324,39072,0
37628,43151,0
86042,53229,0
56990,27171,0
24135,31255,0
12106,62893,0
74245,22187,0
7862,8967,0
22813,15201,0
12901,97393,0
78934,53045,0
97423,43227,0
20737,46714,0
94030,80194,0
27666,64522,0
70038,80385,0
12910,88488,0
28085,17744,0
89126,88706,0
95088,41552,0
24378,39019,0
44629,23236,0
11058,61968,0
73192,11289,0
8439,42599,0
87028,93718,1
68534,38477,0
74812,84854,0
53755,50684,0
64703,18083,0
89576,46907,0
56756,98550,0
90130,19030,1
31305,20544,0
94058,28059,0
21709,23020,1
15071,84125,0
22022,78712,1
26785,16646,0
24089,78630,0
42490,81412,0
74190,18985,0
16774,38776,0
95707,82015,1
60206,71376,0
52290,37861,0
35871,73263,0
1739,85422,0
24100,86978,0
18038,63799,0
38341,95357,0
17737,61564,0
83592,17186,1
38373,45015,0
34367,24080,1
89242,71148,0
49698,85122,0
30789,41565,1
27470,51259,1
16917,66295,0
36734,17636,0
48489,24695,0
65142,45098,0
2498,84782,0
65802,90457,0
59946,50885,0
99169,86246,0
12151,90969,1
10381,88783,0
12546,95862,1
51625,83384,0
59,38014,0
34047,43382,0
24913,94309,0
28256,9944,0
40419,3974,0
57437,99577,0
76398,17848,0
38297,17137,0
28579,77166,0
99967,4207,0
16516,98765,0
30523,96964,0
49099,24084,0
24328,76521,0
24479,57223,0
54519,8768,0
66492,2388,0
93349,91303,0
36101,79451,0
87671,45193,0
31683,63184,0
76629,50119,1
98506,97389,0
66561,91622,0
6283,32484,0
43108,27140,1
88068,49140,0
58137,41702,1
10662,36891,1
9405,26177,0
4611,2680,1
45724,25593,0
6381,38498,0
21557,7645,0
43021,13999,0
66728,31626,0
26657,77811,0
51315,37437,0
76670,2394,0
59691,95145,0
56923,13486,0
9435,13588,0
42389,51531,0
81594,49311,0
40285,33445,0
65089,47501,1
39042,35303,0
12184,91051,1
50663,99880,0
61403,11905,0
51097,93697,1
51068,75373,0
67148,8821,0
43480,35903,0
93865,34660,0
90760,63466,0
8138,14879,1
76681,7530,0
87270,7111,0
48483,80771,0
6982,53014,1
80951,32889,0
89148,66346,0
58320,45890,0
45128,80703,0
13479,96871,0
45420,91153,1
58965,81260,0
19619,29734,0
15638,77920,0
4624,17682,1
6183,74373,1
47521,92140,0
29719,30513,0
93891,94041,0
23665,84409,0
1374,18815,0
91438,38775,0
80448,97195,0
41067,67057,0
78121,13462,0
80971,53138,0
36559,63724,0
18779,46348,0
67412,82025,1
87828,98064,0
46143,88552,0
87358,20046,0
57609,17542,0
39321,55813,0
52432,21847,0
34367,53802,0
68329,22190,0
90900,89657,1
60062,27375,0
15825,9858,0
51431,11511,0
2940,76794,0
8584,73030,0
5334,78358,0
87082,51979,0
88906,54832,0
57570,35472,0
10479,55354,0
19297,62175,0
27542,87341,0
11348,71068,0
93404,70549,0
67446,53032,0
16924,30939,0
79775,15980,0
13286,44730,0
90099,93718,0
86171,80536,0
8663,21392,0
65500,78995,0
49810,55642,0
23543,98452,0
84255,67822,1
53260,39830,0
68747,15961,0
63909,26175,0
83347,74186,0
34232,7365,0
68577,28059,0
83825,84211,0
9972,58741,1
89490,47648,0
86449,66316,1
14904,42265,0
84015,75361,0
73315,35073,0
45580,98461,0
34973,30286,0
39243,80732,0
61097,15188,0
53553,44787,0
52558,34383,1
44638,49706,0
77133,19732,0
27733,11632,0
97297,51984,0
85665,95140,0
62879,69151,1
23821,89894,0
28196,6042,0
71696,30099,0
94149,13730,1
31303,96187,0
64965,17553,0
49859,50250,0
2868,93555,0
78430,23379,0
36389,38745,0
23743,86921,1
54121,47727,0
67663,94280,0
98443,56613,0
24205,282,0
26639,71157,0
21439,36265,0
69964,31720,0
55406,7984,0
78135,88339,1
61419,77005,0
29347,62664,0
62446,17052,0
34953,2297,0
31780,45514,0
61184,5728,0
91172,48182,1
2045,54642,0
93228,61243,0
34626,45344,1
41469,11381,0
4113,55448,1
1215,271,1
90197,8388,0
81370,24869,0
81883,80530,1
52451,11292,0
85177,19021,0
91115,50476,0
36153,76511,0
96853,66358,0
47706,91821,0
61831,7426,0
47950,96631,0
80654,67890,1
42882,80395,0
54659,68204,0
20567,72392,0
55931,8798,1
72838,17316,0
97620,78936,0
62696,89764,0
67786,29702,0
34339,99790,1
97188,73592,0
43706,52563,0
45467,71152,1
29084,91712,0
92660,91811,0
70663,56697,0
5778,58031,1
27668,55645,0
128,36825,0
46056,76884,0
77459,65205,0
39309,45745,0
2220,59117,1
56544,4468,0
25017,26381,0
95431,52514,0
16096,21604,0
7039,16463,0
89780,38563,0
28266,23504,0
38259,7577,1
43403,37250,1
70610,17984,0
70085,11085,0
98746,14253,1
81193,4455,0
65570,6329,0
19445,46089,0
11113,82153,0
84322,95288,1
69415,35066,0
44656,85725,0
43290,46854,0
90437,70759,0
62994,55509,0
56870,79774,0
75101,36004,0
71896,80736,0
7740,27306,0
28221,60166,0
9678,29606,0
17313,66697,0
79751,88784,0
46010,61222,0
69381,69958,0
83457,76165,1
44672,36650,0
9333,32495,0
82149,51449,0
9604,58337,0
40914,40808,0
95806,92072,0
15761,11297,0
6709,38707,0
26393,98794,0
65344,83692,0
74813,42320,1
14739,32994,0
66651,33754,0
46217,95203,1
85618,11052,0
80601,76568,0
92884,28221,0
24221,82678,1
985,20206,0
81458,25002,1
27556,82595,0
24215,87126,0
21943,5065,0
86559,66721,0
51767,53340,0
79651,20110,0
23952,61486,0
25537,68138,0
43244,71667,0
98339,56288,0
83963,11420,0
39241,23276,1
64870,30062,0
84009,55734,0
31352,30353,0
52081,10007,0
66080,48728,0
15521,2286,1
49203,97846,0
17309,81165,0
2156,11179,0
17966,86130,0
67367,21713,0
76886,61095,1
74065,75525,0
73716,21008,0
81503,15973,0
74813,42068,0
49158,12418,0
12953,79508,0
3452,26414,0
13475,66053,0
89602,40148,0
97596,467,0
62492,3986,0
79315,8484,0
15319,11775,0
70079,53119,0
24802,79634,0
61633,23716,0
76249,69762,0
86445,61095,0
11509,18026,0
60780,21368,1
22158,51865,0
46428,37113,0
23881,94883,0
97898,68070,0
70946,89108,0
3376,85185,0
28042,31656,0
59183,44978,0
42496,33598,0
62968,12009,0
72057,85977,0
65188,78184,0
23700,61110,0
24739,70320,0
74852,35587,0
77523,2908,0
371,33573,0
66997,86165,0
43233,42622,1
14209,88515,0
61440,64520,0
14953,83854,0
36289,53664,0
79665,30835,0
25014,32181,0
72553,56806,0
22142,79995,0
38004,16423,0
33896,31038,0
50660,75000,1
60989,24019,0
38275,6795,0
91988,53473,0
14988,66607,0
42655,48252,0
42639,22502,0
39335,19207,0
9828,33879,0
27526,74342,0
76871,11873,0
48796,64964,0
46788,78440,0
15661,52445,0
66232,96369,0
19081,28599,1
6349,58563,0
51400,92853,0
20027,4113,1
13204,23565,0
36175,8926,0
30815,60501,0
66980,3360,0
7416,76279,0
32546,22203,0
77992,20955,0
62214,32475,0
48589,3561,0
63475,72795,1
97892,47120,0
80196,4995,0
48059,67197,0
75326,11417,0
21387,59922,0
87665,68690,0
41403,94834,0
97740,25388,0
56901,75726,0
31370,97521,0
58633,40742,0
33520,33192,1
44296,87391,0
96605,4275,0
19792,71453,0
90123,11812,1
67567,31285,0
77613,39485,0
89844,60536,0
74441,65970,0
18533,11562,0
17424,10623,0
63207,32397,1
8239,10373,0
19333,53646,0
41690,38151,0
63566,50720,0
7591,34241,0
99090,88436,0
63700,36416,0
80627,95378,0
54495,71155,0
61706,90709,1
39375,25582,0
10780,93218,0
6195,87915,0
18019,46516,0
57913,79881,0
26305,51415,1
89774,81473,0
48715,40398,0
82778,28803,1
9255,40578,0
72331,41171,0
3605,44687,0
40241,74200,0
34728,32943,1
98720,24742,1
64579,13993,0
98396,3218,0
51573,7433,0
39881,15992,0
20312,59244,0
11203,72504,1
44670,56691,0
53484,57326,0
58210,13740,0
90289,89640,0
26150,56607,0
30699,17913,0
74601,91495,0
36623,89769,0
37576,11402,0
61559,81668,0
48536,565,0
5112,32565,0
32203,96786,0
5435,62691,0
8658,77781,0
22821,40602,0
53255,70650,0
23102,37192,0
76906,88468,0
95745,36884,0
94866,51224,0
66142,54403,0
54204,28371,0
10985,55207,0
12611,60603,1
65293,74203,0
63638,23357,0
30171,75760,0
35206,25244,1
14098,50746,0
20101,36265,1
53451,2726,1
66859,63091,0
92823,24534,1
7372,25534,1
75246,83053,1
33753,93087,0
71538,5899,0
58679,81424,0
97887,23116,0
39102,77626,0
65492,60920,0
78615,94827,0
52120,74220,0
80925,3625,0
34757,70264,0
54879,27203,0
26125,1499,0
54983,64621,0
62153,20832,0
16470,28265,0
63002,5605,0
36697,18015,0
46921,47027,0
22328,15751,1
111,48788,0
46045,54194,0
152,57019,0
93622,82754,1
81612,72336,0
86365,42981,0
6200,47625,0
5298,78227,0
53155,5059,0
77168,10754,0
66190,98153,0
17868,17455,0
58420,82669,0
97543,29665,1
34056,46005,0
135,72833,0
82594,52610,0
12014,82049,0
13382,6469,0
70116,25277,0
87963,59092,0
27315,82894,0
26042,71585,0
18459,38066,0
76920,67696,0
34509,39576,0
14007,49703,0
95200,95426,0
37908,89509,0
48764,9567,0
15974,23352,0
16903,47526,1
32695,42372,0
87872,48074,0
71087,80725,0
53809,5114,0
71090,9528,0
35834,66029,0
1517,70287,0
2573,90493,0
6623,81723,0
87910,6993,1
69549,48861,0
12052,25451,0
65742,90030,0
56521,52086,0
42303,3232,0
14982,50806,0
92741,19232,0
61848,5020,0
76107,15101,0
33244,14001,0
25142,37907,0
25948,50551,0
87548,9742,1
92159,83740,1
39112,82544,0
83969,99494,0
45792,37199,0
34293,52403,0
27822,73960,0
16351,2321,0
91994,97010,1
42602,98921,0
32134,3173,0
93510,86363,0
47561,18320,0
59604,82636,0
30090,96961,0
58361,65634,0
24029,36012,0
93604,33043,0
1842,64745,0
15777,46722,0
4779,99032,0
49540,38243,0
48502,43632,0
55409,46940,0
46432,38694,0
54424,77252,0
63851,80857,0
58676,57045,0
62232,53194,0
10469,11905,0
144,40993,0
59384,61792,1
99894,29260,0
87888,68053,0
24267,40372,0
70842,14041,0
80050,45110,1
