case1,case2,label
31436,8082,0
11659,6714,0
19250,730,0
32632,12078,0
3885,156,0
11423,11526,0
182,21843,0
18264,10689,1
3139,29334,0
21213,4497,0
29171,19575,0
31513,7452,0
16195,18573,0
3255,20716,0
24771,14356,0
24369,1882,0
10722,16825,0
16909,9766,1
10176,16021,0
1921,19877,0
10847,2871,0
24230,22564,0
10026,2527,0
31374,8879,0
30877,19493,0
487,21442,0
28481,14181,0
24066,26021,0
4613,1624,0
26673,10834,1
12043,21448,0
22464,9393,0
10592,23102,0
11758,10455,0
26026,13590,0
24416,31843,0
28875,14872,0
31395,30622,1
4631,20987,0
15609,24844,0
25312,18593,1
79,30251,0
14893,8318,1
1590,13641,0
3055,29864,0
4011,16959,1
31771,30847,0
27806,18499,1
30974,20179,0
18022,24228,0
25044,2844,0
6643,3934,0
24824,9258,0
3344,22337,0
31832,6580,0
1373,21551,1
5959,28503,0
2985,592,0
12843,31714,0
9712,15789,0
5418,9200,0
13550,5879,0
14612,19852,0
14621,30682,0
759,27305,0
28620,31535,0
17512,29329,0
14327,7696,1
26453,16382,0
23219,1237,0
13626,26457,0
28162,517,0
16131,30052,0
12923,21703,0
28741,5199,0
32091,9029,0
15751,27582,1
23310,8389,1
2510,19999,0
5203,18100,0
16551,12576,0
3711,4610,1
10131,19596,0
31150,10334,0
16058,30735,0
15928,20581,0
1344,9258,0
26179,22976,0
13061,27550,0
31341,7886,0
32875,14693,0
26294,3445,1
18682,24322,0
996,6867,0
6136,10208,0
11794,14377,1
26233,31881,1
10032,9245,0
5367,32742,0
7267,30591,0
12664,9288,0
29786,22639,0
31051,29388,0
17956,8652,0
2445,17166,0
17999,14215,0
31625,21619,0
30714,4701,0
18821,21344,0
1310,1783,0
13009,28967,0
20168,3528,0
5446,12611,0
5168,6803,0
12782,1700,0
2007,4412,0
11255,8760,1
18776,19419,0
9818,29971,0
9389,20777,0
4808,29101,1
29612,6822,0
19180,14326,0
31461,9620,0
12077,25153,0
6967,15167,0
13540,27804,0
19254,19189,0
11642,18762,0
2391,29317,0
4499,29450,0
3162,13836,0
31835,12619,0
26843,29860,1
3235,24088,0
16873,8222,0
17907,850,1
5600,22343,0
13569,30227,0
11102,12252,0
28020,11230,0
16063,20643,0
4507,1461,0
17987,1079,0
30921,13054,0
25361,28500,0
4716,2059,0
657,1154,1
26367,10977,0
19394,25293,0
32556,7143,0
10038,24415,0
13810,21633,0
24211,17123,0
360,4875,0
32059,17490,0
17098,11375,0
25452,13451,1
4675,5930,0
26599,27837,0
13804,3094,0
6511,8196,0
29718,20023,0
30018,25087,0
22481,4932,0
29763,14169,0
22102,13443,0
26469,22736,0
30782,22126,0
2143,18257,0
5462,21024,1
18645,9574,0
25711,7110,0
10409,7882,0
11465,22249,0
27526,3003,0
6180,30343,0
24860,15008,0
30119,5265,0
13709,23563,0
2416,10644,0
1020,15413,0
27577,22113,0
26703,30845,1
20142,7129,0
1118,4634,0
717,9062,0
16503,17875,0
9620,17347,0
11473,22141,0
30589,6429,0
29636,12623,0
5048,29659,0
4682,30897,0
8581,22444,0
28460,29531,0
21118,31632,0
26566,24566,1
3833,5670,0
12564,24414,0
24812,16728,0
5836,25553,0
22831,24941,0
22344,26141,0
26127,3810,0
21258,3763,0
29638,4738,0
18549,32214,0
20596,24574,0
16261,18083,0
19652,5671,0
1612,19942,1
6342,5511,0
27463,16070,1
1244,1051,0
6825,596,0
31842,5725,0
1868,29845,0
28024,882,1
27345,21329,0
8399,18133,0
30515,956,0
29018,14844,0
13147,8784,0
29756,21323,0
22685,10940,0
1958,13048,0
31007,11654,0
12669,28726,0
2496,29344,0
13282,2617,0
29306,2476,0
27254,10083,0
12265,9318,0
30402,25060,0
23024,23372,0
29831,1139,0
10681,6464,0
8303,14096,0
31603,20579,0
8076,11341,1
25282,13254,0
22154,17121,0
24688,5326,0
12275,9871,0
4376,14556,0
21519,897,0
10346,3812,0
26748,29415,0
4378,18532,0
8183,22600,0
18761,11428,0
505,11443,0
15607,1461,0
28176,10257,0
29484,27960,0
12609,8806,0
27267,16702,0
21696,187,0
3811,6713,0
6756,4368,1
16146,4399,0
6649,10730,0
4224,25993,0
32935,5641,0
23460,21653,0
2311,21775,0
13840,18208,0
16436,13163,1
489,4042,0
25409,3996,0
26748,26601,0
8838,30347,0
25844,1272,0
5404,2724,0
11442,4093,0
21846,7466,0
5386,5634,0
2142,22415,1
21339,15561,0
12224,30323,0
24494,22694,0
15128,691,1
15701,17067,0
3308,11429,0
20706,3122,0
19569,3885,0
4957,18435,0
31721,32184,0
15411,859,0
15422,26033,0
4253,27647,0
12998,539,0
10815,12155,0
520,10667,0
26113,8574,0
31597,16579,0
21609,21461,0
4572,21366,0
23833,9353,0
3690,18257,1
1816,20246,0
26017,5107,0
14835,13698,0
10079,20368,0
21004,2969,0
31805,21411,0
25589,14267,1
2315,19638,0
14048,25711,0
19490,12915,0
13539,31225,0
12015,8013,0
31046,8299,0
20659,5756,0
22057,22142,0
2871,17587,0
5598,26821,0
32276,3649,0
19733,8912,0
17299,2790,0
24229,9702,0
31115,17921,0
7697,15304,0
12388,31402,0
27657,5277,0
4287,10550,0
27434,19518,0
26027,25370,0
6307,4140,0
17438,30120,0
18915,32705,0
83,28132,0
8378,19869,1
14536,14024,0
13324,11265,0
9176,28638,1
16962,1101,0
17959,6288,0
12412,31608,0
27784,30836,1
8372,18137,0
25382,6614,0
21276,13978,0
17379,902,1
11025,32624,1
15189,5743,0
12540,2928,0
10966,10536,0
1616,2134,0
27884,25473,0
7084,17322,0
21487,28320,0
16918,29058,0
5773,15435,0
7259,5059,0
19621,26987,0
30707,21297,0
13359,16891,0
1028,10228,0
28167,13241,0
18646,20605,0
12910,9577,0
21330,16262,0
16560,14579,0
12667,13444,0
10882,21924,0
26145,21033,0
16908,29786,0
10082,8567,0
18500,19279,0
32277,27798,0
27878,26504,0
24989,8421,0
29046,13705,0
18815,19967,1
21315,7849,0
22906,29779,0
21040,15343,0
1604,9981,1
13760,17952,0
21166,27400,0
14629,24779,0
19483,15428,0
32169,29037,0
30975,25749,1
6276,11773,0
28113,19650,0
13399,26880,1
3648,8629,1
30835,22619,0
4984,3793,1
7175,12697,0
26206,2140,0
10355,21171,1
27553,24368,1
26753,19987,0
9566,6482,0
6537,3971,0
8520,9507,0
11172,8049,0
31980,4621,0
4554,28901,0
27439,19199,0
24705,31998,0
6141,8875,0
15659,31756,0
2878,17196,0
10966,14220,0
24541,29117,1
13272,30702,0
19550,1639,0
1957,3899,1
22427,31421,0
32005,10326,0
29639,17131,0
10131,20391,0
4669,10524,0
32018,29769,0
32809,25340,0
23452,4522,0
4098,14145,0
21934,24324,0
22751,17255,0
5810,7553,0
29293,32330,0
3691,11969,0
9574,807,1
1851,16731,1
16843,20779,0
10987,4845,0
11588,10583,0
26043,952,1
27687,5557,0
8282,10489,0
5344,10071,0
32647,2511,0
2082,2727,0
11491,1243,0
24525,11806,0
22144,6864,0
7148,16141,0
25190,10960,0
25186,32941,0
7727,12538,1
31402,25824,0
13122,26744,0
4797,14185,1
23866,8480,0
30837,20838,0
6217,26500,0
13259,5579,0
7105,30539,0
1664,32972,1
21552,28615,0
9805,31910,1
10312,26769,0
15034,10821,0
2573,27334,1
4592,21887,0
13673,29711,1
16405,9643,0
13959,4072,0
25007,18636,0
9495,10114,0
17188,4145,0
10575,23553,0
25104,6359,1
22499,22734,0
4971,8714,0
22453,12442,0
5566,21491,0
27765,23042,0
7319,21021,0
28172,14344,0
1001,6,0
25799,31343,1
29541,12362,0
4133,10438,0
15405,9289,0
28025,29523,0
24567,5738,0
17274,16726,0
18297,9754,0
11097,127,0
12641,17272,0
16907,14391,0
23277,5931,1
30169,12032,1
20405,27716,0
10112,10921,1
7504,30307,0
214,1758,0
17390,25186,1
21936,14260,0
24626,26393,1
25962,22118,0
30667,26073,0
8630,3411,0
15923,21194,1
31769,3670,1
30775,32031,0
15310,16366,0
17986,23768,0
12107,9930,0
16490,27994,0
17775,30481,0
374,2755,0
10402,25134,0
6876,17830,0
14616,31269,0
21605,21404,0
30615,3578,0
25872,3262,0
22665,10428,1
32932,20270,0
24384,10969,0
1270,34,0
15263,17309,0
3611,11958,0
29048,21049,0
21791,4016,0
12077,17517,0
4211,13310,0
12129,26360,0
10577,18028,0
31828,14599,0
25274,5261,0
4515,13615,0
27389,32486,0
211,8358,0
24294,898,0
30097,19188,0
6922,20006,0
28117,1566,0
11718,16193,0
30560,8252,0
17070,20932,0
23502,12398,0
19913,29967,0
20852,10740,0
23151,12086,1
5028,28875,0
15607,9037,1
30473,21635,0
27210,17628,0
10058,15573,0
13867,32302,0
31393,16012,0
15791,19589,0
5577,2497,1
15166,8254,0
11004,25563,0
5912,17827,0
5895,6769,1
23605,23163,1
6930,24738,0
25569,195,0
8270,9754,0
31104,28278,0
30328,28002,0
13397,21459,0
32959,6673,1
2516,2358,0
19921,7154,0
15162,9416,0
22950,19370,0
22046,4529,0
32061,105,0
13806,25285,0
18369,6573,0
18783,31046,1
16777,9669,0
11977,29061,0
17693,8120,0
9010,23662,0
16118,8218,0
12331,18293,0
14588,27391,0
4130,9305,0
22872,19851,0
19959,26621,0
13283,9881,0
19608,4093,0
10610,11597,0
10498,12956,0
32539,13818,0
16206,1024,0
16673,16585,0
11907,31899,0
23903,17926,0
13401,19995,0
11166,27096,0
3715,14208,0
15548,8207,0
20299,25867,0
4487,29850,0
27338,4814,1
11144,19645,0
1227,15070,0
24935,6450,0
23605,10655,0
12638,3806,0
25395,2313,0
3619,18410,0
25638,2884,0
7424,15816,0
6530,18372,0
6334,26603,0
3269,1619,0
32708,6477,0
2848,5965,0
14503,10773,0
17440,4807,0
19824,1769,0
1388,13859,0
25495,32718,1
26728,10996,1
27409,13391,0
12053,10417,0
22755,20918,0
27958,22944,0
27206,19379,1
10719,25245,0
9268,10049,0
23271,32220,1
15023,24290,0
32689,20439,0
24174,28480,0
45,1968,0
10973,27518,0
17180,13392,0
19775,20932,0
1213,14711,0
12005,32839,0
31410,2372,0
16778,20862,0
250,2188,0
31271,10374,0
18832,5538,0
141,32097,0
25678,17306,0
25134,21170,0
8881,18223,1
4636,10864,0
3235,13515,0
23929,10230,1
4817,10780,0
16173,31567,0
19314,3236,0
30800,21658,1
9345,15852,0
29783,24347,0
23392,1944,0
23783,29057,0
9564,17536,0
19393,31992,0
1275,870,0
30108,13504,1
8247,8101,1
8486,3186,0
27,17458,0
19111,12355,0
679,29456,0
17715,23736,0
10140,2919,0
9696,18423,0
6258,21386,0
31671,7589,0
29606,17054,0
7515,8008,0
27209,18807,0
21839,6759,0
19586,9119,1
32196,12477,0
7213,25699,0
22413,20996,1
1320,13599,0
16401,8629,0
17286,7534,0
27151,19060,0
19250,3994,0
18357,27230,0
25120,20145,0
24059,8011,0
17620,26638,0
2853,14405,0
21365,9138,0
25819,13787,0
1447,28090,0
10983,18458,0
17389,3304,1
26164,27253,0
25807,12772,0
4183,17773,0
8616,24585,0
23003,14902,0
31077,28777,0
14497,24732,0
26333,9519,0
11963,17635,0
24764,24161,0
12335,6407,0
12777,29486,0
10250,7269,0
4534,1879,0
26486,3126,0
17289,25628,0
24382,3152,0
9801,5037,0
12010,19288,0
13701,30641,0
19632,26721,0
12384,7993,1
30348,14752,0
9935,4172,0
27994,5932,0
13082,4507,0
29574,16014,0
12816,6337,0
29904,15792,0
23946,24930,0
11869,22317,0
28096,7960,0
11213,11392,0
29362,21331,0
26394,28682,0
25485,10853,0
19915,6888,0
26550,8325,0
26405,25624,0
9859,22554,0
22455,29482,0
5169,19187,0
27259,10456,0
14795,11766,0
13953,17610,1
16673,3996,0
8714,22491,0
32131,5962,0
32401,27206,0
18510,27453,0
272,14993,0
14549,28486,0
19371,23985,0
11474,24054,1
25722,5971,0
2647,17723,0
13297,25123,1
18947,4243,0
3793,1716,0
28620,19347,0
30949,1751,1
13769,13396,1
12211,32970,0
11517,9441,1
31783,5224,0
26275,15881,0
7602,20458,0
26317,8133,0
7758,532,0
3232,15562,0
17853,11908,0
26653,9287,0
23263,13644,0
3469,8209,1
5542,12380,0
18822,24804,0
4007,27339,0
20379,30699,0
15117,29686,1
3738,7406,0
18306,15684,1
28050,6251,0
10874,6842,0
28906,10476,0
11963,14315,0
4030,23509,0
14504,5851,0
20679,21626,0
18259,26788,0
28784,29224,1
24877,2890,0
30223,1137,0
13003,17566,0
11509,19939,0
27019,23294,0
15079,31511,0
22862,3585,0
5219,29523,0
406,19325,0
25172,31408,0
22598,1475,0
30369,24045,0
26515,2491,0
27786,24389,0
20069,24512,0
30356,21562,0
23009,28985,0
23810,6837,0
14726,18196,0
13359,10013,0
2626,3807,0
293,10829,1
28953,22551,0
21790,30083,0
8884,13426,1
8825,7843,0
19311,10216,1
19746,24550,1
20922,6713,0
10386,16257,0
22924,14588,0
22558,29443,0
27470,24117,0
2110,6509,0
28723,5252,0
26688,10560,0
10751,22870,0
14743,23756,1
23442,26783,0
17592,14909,0
10113,30386,0
13670,15289,0
6256,7654,0
27560,29604,0
32586,25012,0
13495,15097,0
29803,6301,0
22254,10671,1
7430,2560,0
12893,7380,1
23003,10456,0
12449,23439,1
26643,26964,0
15427,1378,0
3139,744,0
6471,20874,0
2793,16282,1
22559,25677,0
30866,21402,0
8814,22816,1
25741,5669,0
4410,3323,0
1267,11798,0
17563,25470,0
18362,31347,0
31506,9511,1
4916,16974,0
20557,8913,0
24069,30663,0
4051,17382,0
32443,3715,0
17218,19217,0
29707,13133,0
21034,21236,1
28646,6846,0
10775,32940,0
28224,11248,0
30953,16735,0
11585,31389,0
4351,23404,0
11379,22231,0
12132,20984,0
32466,1364,0
21424,14951,0
16637,1045,0
29006,14122,0
10625,15712,0
15670,9054,1
9579,32751,0
14408,18467,0
27785,698,0
5376,13008,0
6441,11940,0
4742,11124,0
1540,25581,0
13370,19888,0
11981,4626,0
11146,31948,1
13090,27377,0
2176,8336,0
12901,15770,0
8453,12139,0
17454,11542,0
15263,1331,0
24245,3729,0
20501,31214,1
19282,4439,0
22259,5827,0
29630,28099,0
5982,7186,0
21359,5421,0
2208,32972,0
12084,28875,0
16155,17328,0
28607,12152,0
12335,5860,0
17103,4133,0
12986,19096,0
13167,9736,0
19473,29117,0
26012,11805,1
32904,21750,1
21169,10465,0
13163,28561,0
28842,20059,0
12485,13793,0
9453,12522,0
22170,21781,0
1318,5288,0
21448,32823,0
7593,1132,0
18305,30545,0
23352,2648,0
16640,27819,0
27250,31329,0
32673,11820,0
3581,11359,1
13536,11608,1
31352,29970,1
13440,13399,0
23881,12517,0
5354,9834,0
19259,28235,0
6073,16047,1
6991,18914,0
23944,9001,0
21495,18806,0
10098,14921,0
26606,10606,0
18727,27754,0
32881,685,0
18697,7085,1
12963,12288,0
10431,13763,0
27558,30809,0
969,12565,0
3333,28971,1
9946,28239,1
8059,5319,0
29174,3735,0
17380,27388,0
15244,4999,0
22758,20196,0
876,28128,0
11144,3890,0
15425,15793,0
8555,1552,1
4420,10711,0
21520,28733,0
16508,11039,0
532,23099,0
541,2002,0
9185,28889,0
27703,1241,0
26876,7500,0
27188,8553,1
24967,17658,0
28607,11317,0
30622,16181,0
28423,17619,1
27556,24493,0
22635,6180,0
28240,26453,0
12772,2117,0
5119,32221,0
24906,31852,1
25588,499,0
15930,29897,0
23030,7406,0
22642,21673,0
28164,19733,0
6266,24309,0
271,6113,0
1642,23559,0
32665,23084,1
13261,8061,0
4012,10111,0
5380,5362,0
4110,27877,1
27614,29543,0
24799,26148,1
21690,1417,0
12301,13712,0
30718,7993,0
14923,8441,0
27157,17848,0
10232,20246,0
30021,19694,0
11780,10342,0
17336,385,0
25470,1970,0
10391,29368,0
27511,9503,0
19709,4966,0
20064,12289,0
29514,8594,0
9761,28167,0
30719,1811,0
22797,10124,0
21506,21525,0
11560,15007,0
28946,5467,0
29460,1879,0
23990,17611,0
22160,10009,0
24149,8431,0
23536,22873,0
30067,2496,0
22469,3796,0
31885,236,0
30040,14351,0
21337,21947,0
25604,17887,0
5171,30709,0
6748,20426,1
3791,5943,0
2596,10340,0
15223,14443,0
28299,1023,0
22469,18976,0
13023,9063,0
16842,20778,0
20058,1783,0
16079,22007,0
30832,29584,0
1980,4873,0
29471,332,0
3333,15649,0
1257,3480,0
30276,16310,1
32840,20341,0
7304,26907,0
21104,32008,0
20208,17680,0
15288,20242,0
12021,11369,0
13106,5618,0
7830,16799,0
15503,26008,0
23307,20035,0
25976,5714,1
23399,29324,1
27037,29417,0
2109,20351,1
26855,8373,0
20604,9025,0
15296,26355,0
8749,3347,0
25900,20721,1
14986,23867,0
1052,16228,0
15690,10449,0
27856,25358,0
16182,29930,0
26681,24819,0
22613,1503,0
1232,26671,0
5081,24862,0
841,31325,0
27935,15575,0
26953,26520,0
23262,4294,0
20506,1150,0
3833,12791,0
6830,8404,0
7825,25822,0
22222,32776,0
21917,32938,0
17771,2454,0
12460,30527,0
14317,30230,0
3598,28849,0
505,10103,1
21497,16286,0
28253,4197,0
8720,15235,1
15279,5956,0
31950,12669,0
4507,3532,0
28653,3829,0
5774,17999,0
14399,5010,0
6755,17824,0
8789,8134,0
1071,17523,0
20006,27169,0
9996,29516,0
13970,17888,0
2098,20696,0
31102,9383,0
21593,4558,0
24571,15382,0
6984,23271,0
31943,12892,0
32369,12222,1
7822,1894,0
2274,4569,0
6118,17247,1
18770,13082,0
11686,22058,0
25267,2050,0
27592,28724,0
24469,20600,0
17675,27278,0
11512,24874,0
14297,31741,0
28521,16421,0
14395,14941,1
24205,2457,1
11851,8171,1
9513,18561,1
20929,12746,0
30787,24407,0
65,11609,0
14336,1528,0
28415,10319,0
11517,30452,0
12351,2436,0
6699,30113,0
4772,19301,0
27793,10299,0
2116,7857,1
1977,15450,0
13905,26427,0
18537,21042,1
15949,23447,0
17630,28939,0
1124,4085,0
23637,24151,0
11293,32688,0
28749,16849,1
1909,16829,0
11972,18534,0
31018,5446,0
5725,21332,1
24291,24782,0
13586,10185,0
18270,21205,0
3067,2573,0
26100,31050,0
13639,9547,0
30186,687,0
27499,7904,0
14982,25335,0
27852,26714,0
5931,22587,0
5479,28898,0
22703,22546,0
19607,26157,0
18467,7670,0
15191,30073,0
15002,20152,0
27785,8184,0
10608,30003,0
29565,31810,1
17537,24141,1
6853,5170,0
28474,15114,1
26681,19892,0
15348,1530,0
251,23300,0
7238,31284,0
31417,22456,0
32913,20867,0
981,32108,0
21629,31854,0
6006,25849,0
2070,9384,0
6102,30030,0
10932,20081,0
23578,29269,1
6836,1503,0
25299,32683,0
8871,4144,0
4606,25383,0
24145,9918,0
29959,17756,0
30092,14514,1
20780,16297,0
4973,23882,0
20577,11705,0
24095,291,0
17097,9948,0
20082,1025,1
27388,13094,0
20685,28731,0
5235,8865,0
32852,11084,1
2763,1256,0
408,26799,0
30381,31004,0
31508,31759,1
8128,8959,0
2616,31080,0
1115,32669,0
19058,3327,0
3644,27095,0
5860,19332,0
21114,14826,0
19606,28077,0
29611,15679,1
28191,12284,0
11972,22859,0
24982,10316,0
7200,31881,0
3637,12515,0
18046,5492,0
9539,22662,0
26500,28166,0
22630,10177,0
32435,24015,0
10257,14691,0
4261,9068,0
4544,32786,0
17526,3495,0
18438,24119,0
24125,14966,1
1433,5260,0
19807,14270,0
7493,20864,1
11174,28882,0
25013,31364,0
24576,7474,0
31354,21091,0
31194,24685,0
5408,7340,0
18011,19291,0
29569,32419,0
29428,17705,0
18696,15158,1
26888,12518,0
1693,24284,0
24128,27084,0
14552,6305,1
23695,29679,0
4533,517,0
1446,134,0
26298,9112,0
13268,4319,0
5223,29789,0
26086,14489,0
5483,18922,0
22204,27853,0
10922,1994,0
23258,7343,0
5107,21081,0
21615,30344,0
31497,20637,0
17457,14531,0
18183,318,1
30175,3528,0
17853,24819,0
4980,27892,0
21240,15013,0
29237,22201,0
10830,13844,0
21490,10809,0
26402,16120,0
22098,15831,1
15744,12672,0
8270,8565,0
25822,25181,1
21771,24957,0
16839,21593,0
32051,15065,0
15906,32638,0
19005,28727,0
11262,10086,0
28821,16705,0
8700,32614,0
1342,8312,0
22953,10111,0
13660,29101,0
13117,15081,0
22000,2434,1
105,15249,0
6938,10959,0
4504,1712,0
14133,7260,0
13706,9162,0
4611,15013,0
4921,29171,0
4896,10880,1
12797,17390,1
13721,23029,1
6319,24230,0
9765,19089,0
30734,7285,0
21161,9527,0
12128,22825,0
31889,6441,0
7855,27130,0
19794,20830,0
27904,32278,1
29276,17554,0
5508,12998,0
32363,29292,0
584,20153,0
25345,26869,0
20231,23381,0
9275,2853,0
15794,8175,0
2321,21565,0
2825,19307,0
27723,25746,0
3310,3536,0
6416,8553,0
26812,28705,0
1779,29206,0
22752,12290,1
12438,32179,0
22353,25458,1
773,28161,1
15769,14844,0
13796,20772,0
5469,11982,0
24728,3942,0
15,21050,0
991,1975,0
23822,16046,0
21358,25041,0
12275,12560,0
31426,26335,0
22187,18464,0
27566,8960,0
1114,7299,0
3488,27984,1
16959,23484,0
27675,23094,0
31421,22575,0
15224,29145,0
15625,18170,0
26034,22296,0
26564,29180,0
22494,22966,0
595,831,0
28249,139,0
24712,5837,0
18461,1560,0
2279,26643,1
1532,7135,1
26544,29157,0
22034,9584,0
9340,24527,0
31165,23330,0
12611,27219,0
16870,5465,0
17296,27382,0
26670,25684,0
23223,27892,0
28782,24930,0
15379,9818,0
11911,18472,0
23188,19115,0
13725,6226,0
19432,16514,0
6640,31756,0
27033,7642,1
6613,29827,0
32780,31333,0
6787,5459,0
21850,5798,0
9113,24542,0
15286,30859,0
25973,24885,1
20157,8046,0
8188,20342,0
30985,22937,0
18832,32101,0
19624,12446,0
2030,11170,0
32076,8882,0
9813,24821,0
3152,8477,1
3755,2696,0
32776,25401,1
4994,14320,0
10447,27570,0
6711,31827,1
12113,15855,0
32145,7225,0
18219,9098,1
17795,24949,0
32226,3297,0
31639,31037,0
10415,25065,0
11035,8619,1
32673,2775,0
1689,9858,0
6899,16402,0
23439,2303,0
28982,27645,0
26758,5879,0
19312,15842,1
11180,20217,0
1369,24132,0
14423,1745,0
4886,30789,0
12389,15221,0
13380,3402,0
22186,12943,0
12605,18657,0
5295,31066,0
22993,28317,0
19650,5408,0
841,7188,0
8223,27961,0
2373,25562,0
26819,31551,0
5497,8076,0
28246,27222,0
32690,14514,0
23818,11818,0
25404,1645,0
17727,3375,0
19815,7790,0
29630,27304,0
19947,15423,1
21867,19674,0
23333,25365,1
12171,10609,0
4412,338,0
18016,1568,0
21795,23672,0
21335,19476,0
21763,20467,0
17082,29353,1
4976,30809,0
7443,2802,0
28718,18418,0
5945,28606,0
19424,2380,0
27485,29265,0
281,5603,0
11080,18227,1
16903,7263,0
30127,23193,0
9378,29993,0
3302,5366,0
8819,15878,0
13639,11648,0
15399,12035,1
21879,3418,0
9424,14153,0
9711,11020,1
2375,29631,0
6421,17873,1
8213,18481,1
15843,5154,1
28532,7206,0
10153,8056,0
26261,2334,0
19749,5322,0
17717,29291,0
27059,12483,1
27477,16204,0
8581,31880,0
20605,20950,0
4606,26371,0
3601,5311,1
1725,14012,0
10763,348,0
8103,14697,0
15883,1491,0
11303,5904,1
3732,25908,0
28090,31220,0
26612,27884,1
10687,30581,1
27436,27114,0
22623,21494,0
1736,15161,0
13694,26605,0
13098,21678,1
19341,9456,0
3835,5635,1
21900,3284,0
2335,14661,0
32745,30094,0
11668,18326,0
16362,3466,0
12419,15874,1
4964,20031,1
29896,13943,0
28230,20693,0
30980,28136,1
32167,5002,0
12624,31501,0
4149,24413,1
28775,26057,0
10112,17475,1
12170,8711,1
16689,29488,0
22428,21503,0
20513,2268,0
22677,4689,0
4974,30234,0
17732,21364,0
28250,17342,0
13083,1009,0
7702,32887,0
32356,28054,0
5485,3945,0
25161,24408,0
8201,4222,0
1513,6890,0
12030,20952,0
21871,4609,0
32956,8043,0
2319,19345,1
582,7200,0
27238,10553,0
28472,10367,0
12809,7185,0
26275,9767,0
12551,29540,1
18240,17617,0
25097,13222,0
25921,32740,0
10602,26372,0
2175,30563,0
19708,14026,0
30863,875,0
585,18459,0
9608,15955,0
2072,19446,1
6653,17770,0
28329,13143,0
21590,15026,0
14714,19818,0
19693,7001,1
13943,18646,0
8133,28524,1
22905,249,0
12596,3821,0
21293,28153,0
4930,32662,0
10575,25931,0
2047,19175,0
4812,21063,0
24043,14570,0
5609,18360,0
7271,19868,0
9010,16156,0
12722,19874,1
13744,9996,0
27520,1099,0
11472,16433,0
15088,5455,1
19847,7347,0
17398,21054,0
18679,11726,0
30864,28824,0
17884,17393,0
26875,1411,0
9812,3207,0
7457,15485,0
17100,5594,0
7615,20836,0
7581,22814,0
4588,25685,0
32682,14817,0
22291,22378,0
30711,28398,0
23691,18150,0
12018,15709,0
22628,15534,0
14202,9266,0
11504,32477,0
11267,19011,0
14249,14652,0
22506,21003,0
28571,10648,0
17535,21052,0
20511,6608,0
19644,9011,0
19372,16665,1
9723,10390,1
18224,13449,0
21487,3544,0
20783,17668,0
22642,18837,0
2772,30971,0
21895,19640,0
4656,27294,0
3586,5105,0
25354,10397,0
31736,11474,1
13047,12131,0
29057,10976,0
13265,23449,0
4099,7487,0
12460,17637,0
16727,23745,0
20766,15798,0
28115,30246,1
28876,372,1
11165,23347,0
15457,29025,1
11762,31429,0
27040,12857,0
5386,4957,1
13205,21527,0
11695,4038,0
6905,948,0
21261,19602,1
7027,15033,1
28571,16642,0
3178,9519,0
14850,2869,0
1457,4335,0
11358,31125,0
28614,10380,0
20425,21729,1
19899,15630,0
18944,7123,0
10957,13124,0
23483,26937,0
24971,24305,0
5889,13578,0
12354,7341,0
340,18212,1
1967,18190,0
16485,27,0
2173,31758,0
8923,26901,0
32782,18210,0
28985,25199,0
1111,11057,0
20462,21716,0
6,26012,0
2788,14977,0
25775,3682,0
10258,28896,0
24368,317,0
13046,10893,0
23459,29256,0
27376,7275,0
30460,9828,0
30192,22527,0
31938,11547,0
6986,23264,0
7125,14232,0
10602,21607,0
14485,3509,0
20411,10649,0
12336,12766,0
24153,1991,0
8427,25917,0
6819,8019,0
26007,14485,0
25611,12550,0
3809,31394,0
32226,16186,0
3374,32532,0
31649,3275,0
5344,2837,0
19923,3206,0
12632,21166,0
9664,18509,0
24254,25750,0
7112,27750,0
31628,20707,0
15416,9311,0
6681,1468,0
31000,27627,0
16167,9112,0
15408,8883,0
4709,25570,1
18571,454,1
25797,23533,0
24648,10936,0
7286,12810,0
5536,23372,0
1183,11093,0
26736,7930,0
21990,21365,0
15190,15864,0
8431,2294,0
1515,16803,0
9638,12057,0
82,31170,0
13741,28992,1
4488,19765,0
20714,27679,1
17302,32037,1
26154,6436,0
13075,31718,0
14462,8050,0
12815,28638,0
19885,18483,0
23212,19996,0
21351,16824,0
14144,2033,0
18544,18454,0
19301,20369,0
25073,12478,0
2273,3093,0
13601,26152,0
14443,17748,0
1396,18986,0
23869,1947,0
21403,25632,0
24736,2945,0
2506,25691,1
23867,9546,1
19032,2972,0
20028,8630,0
15835,12160,0
31199,29110,0
10007,20289,0
32570,16167,0
21501,32929,0
4910,25619,0
25860,32700,0
21193,31362,0
6748,22963,0
29395,16200,0
28404,20866,0
21839,23532,1
31315,20762,0
5404,23823,0
23414,8567,1
2934,23030,0
13735,21605,0
4582,18703,0
28380,22617,0
14399,30702,0
24114,23305,1
13976,6976,0
31203,11474,0
8023,28903,0
23264,28277,0
25314,21886,0
15365,6671,1
25702,4884,0
6965,654,0
2660,20150,0
15575,22577,0
6383,1587,0
32028,1705,0
13868,24967,0
30373,612,1
25728,1336,0
18162,492,1
8301,11555,0
1212,2011,0
30799,17654,0
31692,5237,0
16179,8252,0
28990,17496,0
4977,9177,0
32651,10152,1
24118,6943,0
17785,1460,0
9119,29457,0
27573,10422,0
25156,30378,0
8426,27517,0
